6.795	5.397	-5.7267	-0.19	-0.1856	-0.1878
6.832	5.397	-5.9123	-0.1856	-0.1811	-0.18335
6.869	5.397	-6.0934	-0.1811	-0.1767	-0.1789
6.906	5.397	-6.2701	-0.1767	-0.1725	-0.1746
6.942	5.397	-6.4426	-0.1725	-0.1682	-0.17035
6.979	5.397	-6.6108	-0.1682	-0.1641	-0.16615
7.016	5.397	-6.7749	-0.1641	-0.16	-0.16205
7.053	5.397	-6.9349	-0.16	-0.1561	-0.15805
7.09	5.397	-7.091	-0.1561	-0.152	-0.15405
7.127	5.397	-7.243	-0.152	-0.1483	-0.15015
7.163	5.397	-7.3913	-0.1483	-0.1444	-0.14635
7.2	5.397	-7.5357	-0.1444	-0.1407	-0.14255
7.237	5.397	-7.6764	-0.1407	-0.137	-0.13885
7.274	5.397	-7.8134	-0.137	-0.1335	-0.13525
7.311	5.397	-7.9469	-0.1335	-0.1299	-0.1317
7.348	5.397	-8.0768	-0.1299	-0.1265	-0.1282
7.384	5.397	-8.2033	-0.1265	-0.1231	-0.1248
7.421	5.397	-8.3264	-0.1231	-0.1197	-0.1214
7.458	5.397	-8.4461	-0.1197	-0.1165	-0.1181
7.495	5.397	-8.5626	-0.1165	-0.1132	-0.11485
7.532	5.397	-8.6758	-0.1132	-0.1101	-0.11165
7.569	5.397	-8.7859	-0.1101	-0.1071	-0.1086
7.605	5.397	-8.893	-0.1071	-0.1039	-0.1055
7.642	5.397	-8.9969	-0.1039	-0.1011	-0.1025
7.679	5.397	-9.098	-0.1011	-0.0981	-0.0996
7.716	5.397	-9.1961	-0.0981	-0.0952	-0.09665
7.753	5.397	-9.2913	-0.0952	-0.0925	-0.09385
7.79	5.397	-9.3838	-0.0925	-0.0897	-0.0911
7.826	5.397	-9.4735	-0.0897	-0.087	-0.08835
7.863	5.397	-9.5605	-0.087	-0.0844	-0.0857
7.9	5.397	-9.6449	-0.0844	-0.0817	-0.08305
7.937	5.397	-9.7266	-0.0817	-0.0793	-0.0805
7.974	5.397	-9.8059	-0.0793	-0.0767	-0.078
8.011	5.397	-9.8826	-0.0767	-0.0744	-0.07555
