x (mm),y (mm),intensity (arb. units)
-43.75,-43.25,1.2975017756420233e-07
-43.25,-43.25,1.329222535108926e-07
-42.75,-43.25,1.3932574896754077e-07
-42.25,-43.25,1.4861956283783334e-07
-41.75,-43.25,1.6033611940617217e-07
-41.25,-43.25,1.7393000269392103e-07
-40.75,-43.25,1.8882800123683434e-07
-40.25,-43.25,2.044772978976374e-07
-39.75,-43.25,2.2038767860771845e-07
-39.25,-43.25,2.36163174344253e-07
-38.75,-43.25,2.5152096572104916e-07
-38.25,-43.25,2.6629653797389745e-07
-37.75,-43.25,2.8043649763224624e-07
-37.25,-43.25,2.93981976148359e-07
-36.75,-43.25,3.070457857982048e-07
-36.25,-43.25,3.197867006507881e-07
-35.75,-43.25,3.323840725951844e-07
-35.25,-43.25,3.450151342396201e-07
-34.75,-43.25,3.57836951951934e-07
-34.25,-43.25,3.709743892592132e-07
-33.75,-43.25,3.845153070761741e-07
-33.25,-43.25,3.9851208049735775e-07
-32.75,-43.25,4.1298752968471124e-07
-32.25,-43.25,4.279436586435599e-07
-31.75,-43.25,4.4337009609131556e-07
-31.25,-43.25,4.592500281016868e-07
-30.75,-43.25,4.7556324234562694e-07
-30.25,-43.25,4.922857391230336e-07
-29.75,-43.25,5.093870674628056e-07
-29.25,-43.25,5.26826855022192e-07
-28.75,-43.25,5.445518889102477e-07
-28.25,-43.25,5.624950074121141e-07
-27.75,-43.25,5.805765371184386e-07
-27.25,-43.25,5.987095716722381e-07
-26.75,-43.25,6.168082497038193e-07
-26.25,-43.25,6.347993868721477e-07
-25.75,-43.25,6.52634849690752e-07
-25.25,-43.25,6.703029090182306e-07
-24.75,-43.25,6.878364659187171e-07
-24.25,-43.25,7.05315578586608e-07
-23.75,-43.25,7.228637813904822e-07
-23.25,-43.25,7.406385917619689e-07
-22.75,-43.25,7.588176911688951e-07
-22.25,-43.25,7.775832311357188e-07
-21.75,-43.25,7.971071414360552e-07
-21.25,-43.25,8.175391825791583e-07
-20.75,-43.25,8.389993496690894e-07
-20.25,-43.25,8.615751911833865e-07
-19.75,-43.25,8.853238381528266e-07
-19.25,-43.25,9.102773210310773e-07
-18.75,-43.25,9.364488630805454e-07
-18.25,-43.25,9.638384738508138e-07
-17.75,-43.25,9.924368748059586e-07
-17.25,-43.25,1.0222272805727198e-06
-16.75,-43.25,1.0531867248665073e-06
-16.25,-43.25,1.085288046689036e-06
-15.75,-43.25,1.1185040924939854e-06
-15.25,-43.25,1.1528154501967161e-06
-14.75,-43.25,1.1882203434072773e-06
-14.25,-43.25,1.2247447450690661e-06
-13.75,-43.25,1.2624497385155332e-06
-13.25,-43.25,1.3014337809157916e-06
-12.75,-43.25,1.3418272958808614e-06
-12.25,-43.25,1.383780098393564e-06
-11.75,-43.25,1.4274424768142998e-06
-11.25,-43.25,1.4729426448611314e-06
-10.75,-43.25,1.5203647069361116e-06
-10.25,-43.25,1.5697308143188733e-06
-9.75,-43.25,1.620990734257848e-06
-9.25,-43.25,1.6740210614947702e-06
-8.75,-43.25,1.7286343298215055e-06
-8.25,-43.25,1.7845964227950215e-06
-7.75,-43.25,1.8416495786757694e-06
-7.25,-43.25,1.8995361998906254e-06
-6.75,-43.25,1.9580205716827394e-06
-6.25,-43.25,2.0169045786768268e-06
-5.75,-43.25,2.076035189304502e-06
-5.25,-43.25,2.1353032340526844e-06
-4.75,-43.25,2.1946343760811855e-06
-4.25,-43.25,2.2539741881260697e-06
-3.75,-43.25,2.313270798781037e-06
-3.25,-43.25,2.37245764634504e-06
-2.75,-43.25,2.431440046847706e-06
-2.25,-43.25,2.490087444941116e-06
-1.75,-43.25,2.5482316957745632e-06
-1.25,-43.25,2.6056710701444117e-06
-0.75,-43.25,2.662178278641098e-06
-0.25,-43.25,2.717509432217581e-06
0.25,-43.25,2.771412105968227e-06
0.75,-43.25,2.8236293870867374e-06
1.25,-43.25,2.873899543173862e-06
1.75,-43.25,2.9219525825031167e-06
2.25,-43.25,2.967504378831356e-06
2.75,-43.25,3.010251574229276e-06
3.25,-43.25,3.0498683599104023e-06
3.75,-43.25,3.0860067785133282e-06
4.25,-43.25,3.118301949437945e-06
4.75,-43.25,3.1463805797085503e-06
5.25,-43.25,3.169873352282682e-06
5.75,-43.25,3.1884294757563476e-06
6.25,-43.25,3.2017321993939116e-06
6.75,-43.25,3.209514850433563e-06
7.25,-43.25,3.2115751850975155e-06
7.75,-43.25,3.207786797839441e-06
8.25,-43.25,3.1981048066268618e-06
8.75,-43.25,3.1825660293225126e-06
9.25,-43.25,3.161282445510866e-06
9.75,-43.25,3.1344305006047113e-06
10.25,-43.25,3.1022371816106436e-06
10.75,-43.25,3.064965689379388e-06
11.25,-43.25,3.022904404301752e-06
11.75,-43.25,2.976360250442577e-06
12.25,-43.25,2.9256571479081344e-06
12.75,-43.25,2.871138401012306e-06
13.25,-43.25,2.8131705541889978e-06
13.75,-43.25,2.752146368431122e-06
