x (mm),y (mm),intensity (arb. units)
-9.25,-43.25,1.9574100074244987e-06
-8.75,-43.25,2.0234796159625878e-06
-8.25,-43.25,2.0908284438969256e-06
-7.75,-43.25,2.159401260952372e-06
-7.25,-43.25,2.229158974960432e-06
-6.75,-43.25,2.300072702776807e-06
-6.25,-43.25,2.3721142410146825e-06
-5.75,-43.25,2.4452442537179263e-06
-5.25,-43.25,2.519399641044444e-06
-4.75,-43.25,2.5944823686303317e-06
-4.25,-43.25,2.6703511212745872e-06
-3.75,-43.25,2.7468165494661327e-06
-3.25,-43.25,2.823639396727478e-06
-2.75,-43.25,2.9005302833580606e-06
-2.25,-43.25,2.9771502383242562e-06
-1.75,-43.25,3.0531123931078104e-06
-1.25,-43.25,3.127984987493821e-06
-0.75,-43.25,3.201297387787535e-06
-0.25,-43.25,3.2725495059793394e-06
0.25,-43.25,3.3412242800615554e-06
0.75,-43.25,3.4068021359117805e-06
1.25,-43.25,3.468775282005192e-06
1.75,-43.25,3.5266592939352236e-06
2.25,-43.25,3.5800004361102218e-06
2.75,-43.25,3.6283776397129457e-06
3.25,-43.25,3.6714021325624564e-06
3.75,-43.25,3.7087140244597545e-06
4.25,-43.25,3.739980002432486e-06
4.75,-43.25,3.764893025689305e-06
5.25,-43.25,3.783174367721889e-06
5.75,-43.25,3.794577838784898e-06
6.25,-43.25,3.798895535683395e-06
6.75,-43.25,3.795963626170335e-06
7.25,-43.25,3.7856684636146313e-06
7.75,-43.25,3.7679516926727287e-06
8.25,-43.25,3.7428143734305108e-06
8.75,-43.25,3.710320116190209e-06
9.25,-43.25,3.670596819500438e-06
9.75,-43.25,3.6238367906585285e-06
10.25,-43.25,3.570296754069708e-06
10.75,-43.25,3.510296725524871e-06
11.25,-43.25,3.4442191638977005e-06
11.75,-43.25,3.372509621072251e-06
12.25,-43.25,3.2956772451310894e-06
12.75,-43.25,3.214295851748795e-06
13.25,-43.25,3.1290033438225185e-06
13.75,-43.25,3.0404976539877075e-06
14.25,-43.25,2.949527915792868e-06
